bubbleRating,category,detailUrl,entityType,experiencesCtaEncodedLink,experiencesCtaNumOffers,experiencesCtaStartingCost,id,name,numReviews,openHours,latitude,longitude,count_review,lang_review,,,,,
45,Научные музеи,/Attraction_Review-g298484-d15084580-Reviews-Pavilion_34_Kosmos-Moscow_Central_Russia.html,attraction,,0,,15084580,Павильон 34 Космос,58,,55.83535385,37.621418,58,Русский(51)Английский(3)Немецкий(1),Русский51,Английский3,Немецкий1,,
45,Кинотеатры,/Attraction_Review-g298484-d4357896-Reviews-GUM_Movie_Theater-Moscow_Central_Russia.html,attraction,,0,,4357896,Кинозал ГУМ,58,,55.75481033,37.62151718,58,Русский(58),Русский58,,,,
45,Церкви и соборы,/Attraction_Review-g298484-d6492756-Reviews-Church_of_the_Kazan_Icon_of_the_Mother_of_God_in_Kolomenskoye-Moscow_Central_Russ.html,attraction,,0,,6492756,Храм Казанской Иконы Божией Матери в Коломенском,58,,55.68083954,37.66283035,58,Русский(45)Английский(3)Испанский(3),Русский45,Английский3,Испанский3,,
40,Театры,/Attraction_Review-g298484-d2562761-Reviews-Roman_Viktyuk_Theater-Moscow_Central_Russia.html,attraction,,0,,2562761,Романа Виктюка Театр,58,,55.79139328,37.68675613,58,Русский(58),Русский58,,,,
45,"Национальные парки, Природные и заповедные зоны",/Attraction_Review-g298484-d2342062-Reviews-Losiny_Ostrov_National_Park-Moscow_Central_Russia.html,attraction,,0,,2342062,Лосиный остров,58,,55.86682129,37.72220993,58,Русский(52)Английский(7),Русский52,Английский7,,,
45,Океанариумы,/Attraction_Review-g298484-d10078267-Reviews-The_Tallest_Cylindrical_Aquarium_in_the_World-Moscow_Central_Russia.html,attraction,,0,,10078267,Самый высокий цилиндрический аквариум в мире,57,,55.78852844,37.53749084,57,Русский(46)Английский(6)Японский(2),Русский46,Английский6,Японский2,,
50,Театры,/Attraction_Review-g298484-d2560469-Reviews-Moscow_State_Theater_In_The_Southwest-Moscow_Central_Russia.html,attraction,,0,,2560469,Московский Государственный театр на Юго-Западе,57,,55.6963501,37.54431915,57,Русский(57),Русский57,,,,
45,Театры,/Attraction_Review-g298484-d6962084-Reviews-Theater_Sobytie-Moscow_Central_Russia.html,attraction,,0,,6962084,Театр Событие,57,,55.78120041,37.60364914,57,Русский(57),Русский57,,,,
45,"Архитектурные достопримечательности, Священные места и религиозные достопримечательности",/Attraction_Review-g298484-d300413-Reviews-Church_of_the_Deposition_of_the_Virgin_s_Robe-Moscow_Central_Russia.html,attraction,,0,,300413,Церковь Ризположения,57,,55.75125885,37.61964035,57,Русский(20)Английский(11)Итальянский(7),Русский20,Английский11,Итальянский7,,
40,Магазины сувениров и деликатесов,/Attraction_Review-g298484-d8415607-Reviews-Detskiy_Mir-Moscow_Central_Russia.html,attraction,,0,,8415607,Детский Мир,57,,55.76007843,37.62459564,57,Русский(42)Английский(6)Французский(4),Русский42,Английский6,Французский4,,
45,"Хаммамы и турецкие бани, Спа",/Attraction_Review-g298484-d7318715-Reviews-Varshavskiye_Bani-Moscow_Central_Russia.html,attraction,,0,,7318715,Варшавские бани,57,9:00 - 23:00,55.68053055,37.62355423,57,Русский(56)Итальянский(1),Русский56,Итальянский1,,,
40,Торговые центры,/Attraction_Review-g298484-d8816219-Reviews-Zolotoi_Vavilon-Moscow_Central_Russia.html,attraction,,0,,8816219,Золотой Вавилон,57,,55.84529114,37.66719437,57,Русский(55)Итальянский(1)Японский(1),Русский55,Итальянский1,Японский1,,
45,Эскейп-квесты,/Attraction_Review-g298484-d6959536-Reviews-Room_Quest-Moscow_Central_Russia.html,attraction,,0,,6959536,Roomquest,56,,55.74934006,37.557621,56,Русский(56),Русский56,,,,
40,"Культурные объекты и достопримечательности, Архитектурные достопримечательности, Правительственные здания",/Attraction_Review-g298484-d548239-Reviews-Government_of_Moscow-Moscow_Central_Russia.html,attraction,,0,,548239,Правительство Москвы,56,,55.75788879,37.61579132,56,Русский(39)Английский(6)Итальянский(5),Русский39,Английский6,Итальянский5,,
45,Специализированные музеи,/Attraction_Review-g298484-d2560283-Reviews-Lights_of_Moscow_Museum-Moscow_Central_Russia.html,attraction,,0,,2560283,Огни Москвы Музей,56,11:00 - 18:00,55.76213074,37.6364975,56,Русский(54)Английский(2),Русский54,Английский2,,,
45,"Культурные объекты и достопримечательности, Архитектурные достопримечательности",/Attraction_Review-g298484-d8445224-Reviews-Kotelnicheskaya_Embankment_Building-Moscow_Central_Russia.html,attraction,,0,,8445224,Жилой дом на Котельнической набережной,56,,55.74611664,37.64179611,56,Русский(34)Английский(8)Испанский(4),Русский34,Английский8,Испанский4,,
45,,/Attraction_Review-g298484-d4227562-Reviews-Free_Moscow_Bus_Tour-Moscow_Central_Russia.html,attraction,,0,,4227562,Бесплатные автобусные экскурсии по москве,56,,55.74993896,37.64537048,56,Английский(33)Русский(21)Испанский(2)Португальский(1),Английский33,Русский21,Испанский2,Португальский(1,
50,,/Attraction_Review-g298484-d14957471-Reviews-Visit_Russia_Home-Moscow_Central_Russia.html,attraction,,0,,14957471,Visit Russia Home,56,0:00 - 23:59,55.77878571,37.47770691,56,Английский(50)Голландский(4)Русский(0),Английский50,Голландский4,Русский0,,
40,Магазины сувениров и деликатесов,/Attraction_Review-g811294-d4076458-Reviews-Iridium-Zelenograd_Zelenogradsky_Okrug_Moscow_Oblast_Central_Russia.html,attraction,,0,,4076458,Иридиум,55,,55.98273087,37.17490005,55,Русский(54)Английский(1),Русский54,Английский1,,,
45,Священные места и религиозные достопримечательности,/Attraction_Review-g298484-d572195-Reviews-Church_of_St_Nicholas-Moscow_Central_Russia.html,attraction,,0,,572195,Храм Святителя Николая в Хамовниках,55,8:00 - 20:00,55.73202133,37.59120941,55,Русский(42)Английский(7)Итальянский(3),Русский42,Английский7,Итальянский3,,
45,Тематические парки развлечений,/Attraction_Review-g298484-d8036746-Reviews-Sky_Town-Moscow_Central_Russia.html,attraction,,0,,8036746,Sky Town,55,,55.83504486,37.61431885,55,Русский(55),Русский55,,,,
50,Культурные объекты и достопримечательности,/Attraction_Review-g298484-d4697089-Reviews-Zamoskvorechie-Moscow_Central_Russia.html,attraction,,0,,4697089,Замоскворечье,55,,55.73213959,37.62746048,55,Русский(45)Английский(5)Японский(2),Русский45,Английский5,Японский2,,
40,Научные музеи,/Attraction_Review-g298484-d574164-Reviews-Polytechnical_Museum-Moscow_Central_Russia.html,attraction,,0,,574164,Политехнический музей,55,,55.75782776,37.62859726,55,Русский(48)Английский(4)Испанский(1),Русский48,Английский4,Испанский1,,
45,"Исторические достопримечательности, Культурные объекты и достопримечательности, Архитектурные достопримечательности",/Attraction_Review-g298484-d8464993-Reviews-Pavilion_Armenia-Moscow_Central_Russia.html,attraction,,0,,8464993,Павильон Армения,55,,55.83087921,37.63378143,55,Русский(38)Английский(7)Испанский(4),Русский38,Английский7,Испанский4,,
45,"Исторические достопримечательности, Священные места и религиозные достопримечательности",/Attraction_Review-g298484-d549633-Reviews-Church_of_All_Saints_in_Kulishki-Moscow_Central_Russia.html,attraction,,0,,549633,Храм Всех Святых на Кулишках,55,,55.75358963,37.63508987,55,Русский(39)Итальянский(5)Английский(4),Русский39,Итальянский5,Английский4,,
45,Театры,/Attraction_Review-g298484-d6502457-Reviews-Moscow_Regional_State_Theater_of_the_Young_Viewer-Moscow_Central_Russia.html,attraction,,0,,6502457,Московский областной государственный театр юного зрителя,55,,55.61631012,37.67320633,55,Русский(55),Русский55,,,,
45,Арены и стадионы,/Attraction_Review-g298484-d6425634-Reviews-Central_Stadium_Lokomotive-Moscow_Central_Russia.html,attraction,,0,,6425634,"Центральный стадион ""Локомотив""",55,,55.80347824,37.7414093,55,Русский(49)Испанский(2)Итальянский(2),Русский49,Испанский2,Итальянский2,,
45,Дорожки для верховой езды,/Attraction_Review-g298484-d2342342-Reviews-Central_Moscow_Hippodrome-Moscow_Central_Russia.html,attraction,,0,,2342342,Центральный Московский ипподром,54,,55.77974319,37.55909729,54,Русский(52)Английский(2)Португальский(1),Русский52,Английский2,Португальский1,,
45,Эскейп-квесты,/Attraction_Review-g298484-d6936513-Reviews-Funlock-Moscow_Central_Russia.html,attraction,,0,,6936513,Funlock,54,,55.77307892,37.58919144,54,Русский(54),Русский54,,,,
40,Памятники и статуи,/Attraction_Review-g298484-d7902873-Reviews-Lenin_Statue_at_VDNKh-Moscow_Central_Russia.html,attraction,,0,,7902873,Памятник В.И.Ленину на ВДНХ,54,,55.83215714,37.62797165,54,Русский(29)Английский(13)Итальянский(5),Русский29,Английский13,Итальянский5,,
45,Театры,/Attraction_Review-g298484-d2342034-Reviews-Commonwealth_of_Actors_of_Taganka_Theater-Moscow_Central_Russia.html,attraction,,0,,2342034,Содружество актеров Таганки,54,,55.7432785,37.65378571,54,Русский(54),Русский54,,,,
45,Церкви и соборы,/Attraction_Review-g298484-d6492276-Reviews-Church_of_Ascension-Moscow_Central_Russia.html,attraction,,0,,6492276,Храм Вознесения Господня в Коломенском,54,,55.68083954,37.66283035,54,Русский(39)Японский(5)Английский(3),Русский39,Японский5,Английский3,,
40,Специализированные музеи,/Attraction_Review-g298484-d5504617-Reviews-Tochka_G_Museum_of_Erotic_Art-Moscow_Central_Russia.html,attraction,,0,,5504617,"Музей эротического искусства ""Точка G""",53,,55.75201416,37.59218597,53,Русский(49)Английский(2)Турецкий(2),Русский49,Английский2,Турецкий2,,
45,"Исторические достопримечательности, Исторические места для прогулок, Архитектурные достопримечательности, Памятники и статуиБольше ",/Attraction_Review-g298484-d8587999-Reviews-Triumfalnaya_Square-Moscow_Central_Russia.html,attraction,,0,,8587999,Триумфальная площадь,53,,55.76945877,37.59586716,53,Русский(42)Японский(5)Английский(4),Русский42,Японский5,Английский4,,
40,Театры,/Attraction_Review-g298484-d2342101-Reviews-Moscow_Theatre_of_The_Young_Viewer-Moscow_Central_Russia.html,attraction,,0,,2342101,Московский Театр Юного Зрителя (МТЮЗ),53,,55.76636887,37.59957504,53,Русский(52)Итальянский(1),Русский52,Итальянский1,,,
40,"Культурные объекты и достопримечательности, Памятники и статуи",/Attraction_Review-g298484-d7056222-Reviews-Statue_of_Aleksandr_II-Moscow_Central_Russia.html,attraction,,0,,7056222,Памятник Александру II,53,,55.74571991,37.60695267,53,Русский(30)Английский(7)Итальянский(4),Русский30,Английский7,Итальянский4,,
45,"Культурные объекты и достопримечательности, Конференц-центры",/Attraction_Review-g298484-d6977474-Reviews-All_Russian_Exhibition_Center-Moscow_Central_Russia.html,attraction,,0,,6977474,Выставка достижений народного хозяйства,53,9:00 - 20:00,55.82632828,37.63758087,53,Английский(20)Русский(19)Испанский(5),Английский20,Русский19,Испанский5,,
45,"Кладбища, Загадочные места",/Attraction_Review-g298484-d7729910-Reviews-Vagankovskoye_Cemetery-Moscow_Central_Russia.html,attraction,,0,,7729910,Ваганьковское кладбище,52,9:00 - 17:00,55.76792145,37.55450821,52,Русский(48)Английский(4),Русский48,Английский4,,,
45,"Исторические достопримечательности, Священные места и религиозные достопримечательности",/Attraction_Review-g298484-d574183-Reviews-Church_of_the_Great_Ascension-Moscow_Central_Russia.html,attraction,,0,,574183,Храм Вознесения Господня («Большое Вознесение»),52,,55.75920105,37.58610153,52,Русский(40)Японский(4)Английский(3),Русский40,Японский4,Английский3,,
45,"Специализированные музеи, Архитектурные достопримечательности",/Attraction_Review-g298484-d2341972-Reviews-Melnikov_House-Moscow_Central_Russia.html,attraction,,0,,2341972,Дом Мельникова,52,13:00 - 21:00,55.74805832,37.58945847,52,Русский(35)Английский(9)Итальянский(3),Русский35,Английский9,Итальянский3,,
35,"Оздоровительные/фитнес-клубы и тренажерные залы, Спортивные комплексы, Клубы на пляже и у бассейна",/Attraction_Review-g298484-d10077529-Reviews-Swimming_Pool_Chaika-Moscow_Central_Russia.html,attraction,,0,,10077529,Бассейн Чайка,52,7:00 - 22:45,55.73664093,37.59820938,52,Русский(51)Английский(1),Русский51,Английский1,,,
40,Памятники и статуи,/Attraction_Review-g298484-d2342012-Reviews-Dostoevsky_Statue-Moscow_Central_Russia.html,attraction,,0,,2342012,Памятник Ф. М. Достоевскому,52,,55.7519989,37.60980225,52,Русский(32)Английский(5)Японский(5),Русский32,Английский5,Японский5,,
30,"Художественные галереи, Музеи искусств",/Attraction_Review-g298484-d8458159-Reviews-Lyumyer_Hall-Moscow_Central_Russia.html,attraction,,0,,8458159,Люмьер - Холл,52,,55.74100876,37.60988235,52,Русский(51)Английский(1),Русский51,Английский1,,,
35,"Арабские бани, Хаммамы и турецкие бани, Римские бани, Спа, Термальные спа-центрыБольше ",/Attraction_Review-g298484-d8434261-Reviews-ASIA_BEAUTY_SPA-Moscow_Central_Russia.html,attraction,,0,,8434261,ASIA BEAUTY SPA,51,0:00 - 23:59,55.74166107,37.56700134,51,Русский(49)Английский(2)Итальянский(1),Русский49,Английский2,Итальянский1,,
45,Парки,/Attraction_Review-g298484-d3962122-Reviews-Lianozovskiy_Park_of_Culture_and_Leisure-Moscow_Central_Russia.html,attraction,,0,,3962122,Лианозовский парк,51,,55.89255905,37.56835175,51,Русский(51),Русский51,,,,
40,"Культурные объекты и достопримечательности, Памятники и статуи",/Attraction_Review-g298484-d7273145-Reviews-Monument_to_Alexander_I-Moscow_Central_Russia.html,attraction,,0,,7273145,Памятник Александру I,51,,55.87903976,37.56972885,51,Русский(27)Английский(10)Испанский(4),Русский27,Английский10,Испанский4,,
45,Исторические места для прогулок,/Attraction_Review-g298484-d8179150-Reviews-Tverskoi_Boulevard-Moscow_Central_Russia.html,attraction,,0,,8179150,Тверской бульвар,51,,55.76462936,37.60412216,51,Русский(40)Английский(3)Японский(2),Русский40,Английский3,Японский2,,
45,"Концерты, Театры, Представления",/Attraction_Review-g298484-d8801442-Reviews-Russian_song_Moscow_State_Musical_Theater_Folklore-Moscow_Central_Russia.html,attraction,,0,,8801442,"Московский государственный музыкальный театр фольклора ""Русская песня""",51,11:00 - 20:00,55.77850342,37.62274933,51,Русский(50)Испанский(1),Русский50,Испанский1,,,
45,Мосты,/Attraction_Review-g298484-d8508382-Reviews-Bolshoi_Moskvoretskiy_Bridge-Moscow_Central_Russia.html,attraction,,0,,8508382,Большой Москворецкий мост,51,,55.75014877,37.62407684,51,Русский(33)Английский(8)Японский(4),Русский33,Английский8,Японский4,,
45,"Бары и клубы, Кофейни, Игровые и развлекательные центры",/Attraction_Review-g298484-d3840621-Reviews-Time_Club_Gnezdo-Moscow_Central_Russia.html,attraction,,0,,3840621,Time Club Гнездо,51,0:00 - 23:59,55.76128006,37.63780975,51,Русский(49)Английский(2),Русский49,Английский2,,,
50,,/Attraction_Review-g298484-d8540063-Reviews-Spasibo_Tours-Moscow_Central_Russia.html,attraction,,0,,8540063,Spasibo Tours,51,10:00 - 22:00,55.76727676,37.63858414,51,Английский(43)Испанский(7)Русский(1),Английский43,Испанский7,Русский1,,
45,Эскейп-квесты,/Attraction_Review-g298484-d7175217-Reviews-Cubirint-Moscow_Central_Russia.html,attraction,,0,,7175217,Кубиринт,51,10:00 - 23:30,55.70998001,37.66271973,51,Русский(50)Английский(1),Русский50,Английский1,,,
45,Военные музеи,/Attraction_Review-g298484-d7064145-Reviews-Northern_Tushino_Park_of_Culture_and_Leisure-Moscow_Central_Russia.html,attraction,,0,,7064145,Северное Тушино,51,,55.82287979,37.4513588,51,Русский(51),Русский51,,,,
45,Парки,/Attraction_Review-g298484-d6600005-Reviews-Park_50th_Anniversary_of_October-Moscow_Central_Russia.html,attraction,,0,,6600005,Парк 50-летия Октября,51,,55.67901993,37.50220871,51,Русский(50)Китайский (традиц.)(1),Русский50,Китайский традиц.,1,,
35,"Оздоровительные/фитнес-клубы и тренажерные залы, Хаммамы и турецкие бани, Спа, Термальные спа-центрыБольше ",/Attraction_Review-g298484-d8434257-Reviews-ASIA_BEAUTY_SPA-Moscow_Central_Russia.html,attraction,,0,,8434257,ASIA BEAUTY SPA,50,0:00 - 23:59,55.74893951,37.53873825,50,Русский(50),Русский50,,,,
50,,/Attraction_Review-g298484-d2624505-Reviews-GUYS2_Moscow_Private_Tours-Moscow_Central_Russia.html,attraction,,0,,2624505,Guys Squared - Private Moscow Tours,50,0:00 - 23:59,55.77582932,37.59302902,50,Английский(48)Французский(1)Русский(1),Английский48,Французский1,Русский1,,
45,"Спа, Термальные спа-центры",/Attraction_Review-g298484-d13329519-Reviews-Flotarium-Moscow_Central_Russia.html,attraction,,0,,13329519,Флотариум Free Float,50,0:00 - 23:59,55.7578392,37.60712433,50,Русский(50),Русский50,,,,
50,,/Attraction_Review-g298484-d12237922-Reviews-Rusiatourmoscu-Moscow_Central_Russia.html,attraction,,0,,12237922,Rusiatourmoscu,50,0:00 - 23:59,55.72718048,37.60694122,50,Испанский(43)Португальский(4)Русский(0),Испанский43,Португальский4,Русский0,,
45,Театры,/Attraction_Review-g298484-d2571503-Reviews-Sphere_Moscow_Drama_Theater-Moscow_Central_Russia.html,attraction,,0,,2571503,"Московский Драматический Театр ""Сфера""",50,,55.77058029,37.60842133,50,Русский(49)Итальянский(1),Русский49,Итальянский1,,,
50,"Исторические достопримечательности, Культурные объекты и достопримечательности, Архитектурные достопримечательности",/Attraction_Review-g298484-d2341915-Reviews-House_of_Friendship_With_Peoples_of_Foreign_Countries_A_A_Morozov_s_mansion-Mosco.html,attraction,,0,,2341915,Дом Дружбы с народами зарубежных стран (Особняк А. А. Морозова),50,,55.75262833,37.61022949,50,Русский(42)Английский(3)Итальянский(3),Русский42,Английский3,Итальянский3,,
50,Бары и клубы,/Attraction_Review-g298484-d13973348-Reviews-69_Pints-Moscow_Central_Russia.html,attraction,,0,,13973348,69 Pints,50,12:00 - 23:45,55.75804901,37.61216354,50,Русский(44)Английский(6),Русский44,Английский6,,,
45,Эскейп-квесты,/Attraction_Review-g298484-d6962580-Reviews-Room_Story-Moscow_Central_Russia.html,attraction,,0,,6962580,Room Story,50,,55.70944977,37.61238098,50,Русский(49)Английский(1),Русский49,Английский1,,,
50,,/Attraction_Review-g298484-d4062320-Reviews-Your_Moscow_Guide_Driver-Moscow_Central_Russia.html,attraction,,0,,4062320,Московский гид & водитель,50,0:00 - 23:59,55.75444031,37.62025833,50,Английский(46)Русский(3)Португальский(1),Английский46,Русский3,Португальский1,,
45,Церкви и соборы,/Attraction_Review-g298484-d574438-Reviews-St_Barbara_Church-Moscow_Central_Russia.html,attraction,,0,,574438,Церковь св. Великомученницы Варвары,50,,55.75233841,37.62598801,50,Русский(33)Английский(5)Итальянский(5),Русский33,Английский5,Итальянский5,,
45,Океанариумы,/Attraction_Review-g298484-d6502685-Reviews-Sea_Aquarium_Oceanarium-Moscow_Central_Russia.html,attraction,,0,,6502685,Морской аквариум,50,10:00 - 20:00,55.76467896,37.63787842,50,Русский(43)Английский(3)Французский(2)Голландский(2),Русский43,Английский3,Французский2,Голландский(2,
45,Театры,/Attraction_Review-g298484-d2571488-Reviews-Studio_of_Theatrical_Art-Moscow_Central_Russia.html,attraction,,0,,2571488,Студия театрального искусства,50,,55.74528122,37.6615181,50,Русский(48)Французский(1)Итальянский(1),Русский48,Французский1,Итальянский1,,
45,"Оздоровительные/фитнес-клубы и тренажерные залы, Спа",/Attraction_Review-g298484-d9882702-Reviews-Wai_Thai_Michurino-Moscow_Central_Russia.html,attraction,,0,,9882702,Вай Тай Мичурино,50,10:00 - 22:00,55.69803238,37.50335693,50,Русский(47)Английский(3),Русский47,Английский3,,,
40,"Концерты, Бары и клубы, Пивоварни",/Attraction_Review-g298484-d2342229-Reviews-Sixteen_Tons_Club-Moscow_Central_Russia.html,attraction,,0,,2342229,Клуб Шестнадцать Тонн,49,11:00 - 6:00,55.76429749,37.56417465,49,Русский(39)Английский(6)Итальянский(2),Русский39,Английский6,Итальянский2,,
45,Исторические места для прогулок,/Attraction_Review-g298484-d2341986-Reviews-Bolshaya_Nikitskaya_street_ulitsa-Moscow_Central_Russia.html,attraction,,0,,2341986,Большая Никитская улица,49,,55.75740814,37.59754181,49,Русский(35)Английский(5)Итальянский(3),Русский35,Английский5,Итальянский3,,
30,Представления,/Attraction_Review-g298484-d6502497-Reviews-News_Concert_Hall-Moscow_Central_Russia.html,attraction,,0,,6502497,Известия,49,,55.7661705,37.60463333,49,Русский(48)Английский(1),Русский48,Английский1,,,
40,Памятники и статуи,/Attraction_Review-g298484-d7393381-Reviews-Stanislavski_and_Nemirovich_Danchenko_Monument-Moscow_Central_Russia.html,attraction,,0,,7393381,Памятник Станиславскому и Немировичу-Данченко,49,,55.75997162,37.61360168,49,Русский(36)Английский(5)Японский(2),Русский36,Английский5,Японский2,,
40,Памятники и статуи,/Attraction_Review-g298484-d2349432-Reviews-Monument_to_Cyril_and_Methodius-Moscow_Central_Russia.html,attraction,,0,,2349432,Памятник Кириллу и Мефодию,49,,55.75413132,37.63482285,49,Русский(40)Английский(2)Итальянский(2),Русский40,Английский2,Итальянский2,,
40,Пивоварни,/Attraction_Review-g298484-d12237881-Reviews-Pivzavod_77-Moscow_Central_Russia.html,attraction,,0,,12237881,Пивзавод 77,49,11:00 - 6:00,55.77881622,37.67405701,49,Русский(48)Английский(1),Русский48,Английский1,,,
45,"Художественные галереи, Специализированные музеи, Уроки и мастер-классы",/Attraction_Review-g298484-d2351747-Reviews-The_World_Calligraphy_Museum-Moscow_Central_Russia.html,attraction,,0,,2351747,Музей мировой каллиграфии,49,12:00 - 19:00,55.80039597,37.67583466,49,Русский(50)Английский(1),Русский50,Английский1,,,
45,Музеи искусств,/Attraction_Review-g298484-d302590-Reviews-Museum_of_Private_Collections-Moscow_Central_Russia.html,attraction,,0,,302590,Музей личных коллекций,48,,55.7475853,37.6072464,48,Русский(39)Английский(6)Немецкий(1),Русский39,Английский6,Немецкий1,,
40,Сады,/Attraction_Review-g298484-d4373355-Reviews-Japanese_Garden-Moscow_Central_Russia.html,attraction,,0,,4373355,Японский сад,48,,55.8447876,37.61420822,48,Русский(47)Английский(1),Русский47,Английский1,,,
40,Культурные объекты и достопримечательности,/Attraction_Review-g298484-d6491897-Reviews-Chapel_of_Iberian_Icon_of_Our_Lady-Moscow_Central_Russia.html,attraction,,0,,6491897,Часовня Иверской Иконы Божьей Матери,48,,55.75251007,37.62305832,48,Русский(18)Японский(9)Испанский(7),Русский18,Японский9,Испанский7,,
45,Игровые и развлекательные центры,/Attraction_Review-g298484-d13277643-Reviews-InnoPark-Moscow_Central_Russia.html,attraction,,0,,13277643,ИнноПарк,48,10:00 - 21:00,55.76015854,37.62449646,48,Русский(48),Русский48,,,,
35,"Блюз-клубы и бары, Джаз-клубы и бары",/Attraction_Review-g298484-d12670143-Reviews-Kozlov_Club-Moscow_Central_Russia.html,attraction,,0,,12670143,Клуб Алексея Козлова,48,12:00 - 0:00,55.75773239,37.63378525,48,Русский(46)Английский(2),Русский46,Английский2,,,
45,Исторические достопримечательности,/Attraction_Review-g298484-d2349455-Reviews-Rostokinsky_Aqueduct-Moscow_Central_Russia.html,attraction,,0,,2349455,Ростокинский акведук,48,,55.82925034,37.65922165,48,Русский(46)Английский(2),Русский46,Английский2,,,
45,Культурные объекты и достопримечательности,/Attraction_Review-g298484-d6929478-Reviews-Vernissage-Moscow_Central_Russia.html,attraction,,0,,6929478,Вернисаж,48,,55.79330826,37.75240707,48,Русский(28)Японский(8)Английский(6),Русский28,Японский8,Английский6,,
50,,/Attraction_Review-g298484-d3823237-Reviews-Explorus_Travel-Moscow_Central_Russia.html,attraction,,0,,3823237,Explorus Travel,48,7:00 - 23:00,55.70513153,37.50545883,48,Английский(42)Русский(3)Немецкий(1),Английский42,Русский3,Немецкий1,,
50,,/Attraction_Review-g298484-d13277092-Reviews-Rusmototravel-Moscow_Central_Russia.html,attraction,,0,,13277092,Рус Мото Тревел,47,8:00 - 19:00,55.74789047,37.57036972,47,Русский(29)Английский(16)Немецкий(1)Французский(1),Русский29,Английский16,Немецкий1,Французский(1,
45,Парки,/Attraction_Review-g298484-d7005467-Reviews-Nature_Historical_Park_Bitsevskiy_Wood-Moscow_Central_Russia.html,attraction,,0,,7005467,Природно-исторический парк Битцевский лес,47,,55.63307953,37.58971024,47,Русский(45)Английский(1)Португальский(1),Русский45,Английский1,Португальский1,,
45,Смотровые площадки и башни,/Attraction_Review-g298484-d2342010-Reviews-Sophia_Embankment-Moscow_Central_Russia.html,attraction,,0,,2342010,Софийская набережная,47,,55.74753952,37.61635971,47,Русский(37)Английский(3)Японский(3),Русский37,Английский3,Японский3,,
50,,/Attraction_Review-g298484-d3359666-Reviews-OuroborosTravel_Day_Tours-Moscow_Central_Russia.html,attraction,,0,,3359666,Частные туры OuroborosTravel,47,,55.75217819,37.62358856,47,Английский(47)Русский(0),Английский47,Русский0,,,
50,Бары и клубы,/Attraction_Review-g298484-d14081929-Reviews-TIMELESS_Lounge_Bar-Moscow_Central_Russia.html,attraction,,0,,14081929,TIMELESS Lounge & Bar,47,12:00 - 3:00,55.76521683,37.63163376,47,Русский(40)Английский(6)Французский(1),Русский40,Английский6,Французский1,,
35,Театры,/Attraction_Review-g298484-d7113139-Reviews-Mosconcert_Hall-Moscow_Central_Russia.html,attraction,,0,,7113139,Москонцерт Холл,47,,55.77624893,37.6491394,47,Русский(47),Русский47,,,,
40,"Исторические достопримечательности, Культурные объекты и достопримечательности, Архитектурные достопримечательности",/Attraction_Review-g298484-d8403902-Reviews-Residential_Building_at_Kudrinskaya_Square-Moscow_Central_Russia.html,attraction,,0,,8403902,Жилой дом на Кудринской площади,46,,55.75965881,37.58451843,46,Русский(27)Английский(9)Испанский(4),Русский27,Английский9,Испанский4,,
50,Исторические музеи,/Attraction_Review-g298484-d302604-Reviews-Marina_Tsvetayeva_s_House_Museum-Moscow_Central_Russia.html,attraction,,0,,302604,Дом-музей Марины Цветаевой,46,12:00 - 19:00,55.75408554,37.5898819,46,Русский(43)Английский(3),Русский43,Английский3,,,
45,Специализированные музеи,/Attraction_Review-g298484-d567195-Reviews-Dostoevskiy_Museum-Moscow_Central_Russia.html,attraction,,0,,567195,Музей-Квартира Достоевского Ф.М.,46,11:00 - 18:00,55.78352737,37.61042404,46,Русский(33)Английский(5)Японский(2),Русский33,Английский5,Японский2,,
35,Бары и клубы,/Attraction_Review-g298484-d2258097-Reviews-Bar_Gipsy-Moscow_Central_Russia.html,attraction,,0,,2258097,Бар Gipsy,46,,55.73999405,37.61026382,46,Английский(22)Русский(17)Итальянский(2),Английский22,Русский17,Итальянский2,,
40,Специализированные музеи,/Attraction_Review-g298484-d6502881-Reviews-Worker_and_Collective_Farmer_Museum_and_Exhibition_Center-Moscow_Central_Russia.html,attraction,,0,,6502881,Музейно-выставочный центр Рабочий и колхозница,46,,55.82611084,37.64307022,46,Русский(38)Испанский(3)Итальянский(2),Русский38,Испанский3,Итальянский2,,
30,Аквапарки,/Attraction_Review-g298484-d7220911-Reviews-Aquapark_Fantasy-Moscow_Central_Russia.html,attraction,,0,,7220911,Аквапарк Фэнтази,46,,55.65476608,37.74019241,46,Русский(46),Русский46,,,,
45,Парки,/Attraction_Review-g298484-d6502336-Reviews-Izmailovo_Natural_and_Historical_Park-Moscow_Central_Russia.html,attraction,,0,,6502336,Природно-исторический парк Измайлово,46,,55.78638077,37.74840927,46,Русский(41)Английский(2)Испанский(2)Турецкий(1),Русский41,Английский2,Испанский2,Турецкий(1,
45,Парки,/Attraction_Review-g298484-d7646999-Reviews-Park_Fili-Moscow_Central_Russia.html,attraction,,0,,7646999,Парк Фили,46,,55.74557114,37.4875412,46,Русский(45)Английский(1),Русский45,Английский1,,,
