bubbleRating,category,detailUrl,entityType,experiencesCtaEncodedLink,experiencesCtaNumOffers,experiencesCtaStartingCost,id,name,numReviews,openHours,latitude,longitude,count_review,lang_review,,,,,
40,Игровые и развлекательные центры,/Attraction_Review-g298484-d12181908-Reviews-Bizone_Anticafe-Moscow_Central_Russia.html,attraction,,0,,12181908,Антикафе Бизон,7,11:00 - 23:00,55.81665039,37.50174713,7,Русский(7),Русский7,,,,
35,Кинотеатры,/Attraction_Review-g298484-d8044228-Reviews-Cinema_Park-Moscow_Central_Russia.html,attraction,,0,,8044228,Синема Парк,7,,55.74372101,37.50811005,7,Русский(7),Русский7,,,,
40,Церкви и соборы,/Attraction_Review-g298484-d6494295-Reviews-Temporary_Church_of_St_Alexander_Nevskiy-Moscow_Central_Russia.html,attraction,,0,,6494295,Временный Храм святого благоверного князя Александра Невского,7,,55.66426086,37.50669098,7,Русский(7),Русский7,,,,
50,Игровые и развлекательные центры,/Attraction_Review-g298484-d11807270-Reviews-Salon_of_Virtual_Reality_Virtualny_Mir-Moscow_Central_Russia.html,attraction,,0,,11807270,"Салон виртуальной реальности ""Виртуальный мир""",7,12:00 - 21:00,55.61822891,37.50738144,7,Русский(7),Русский7,,,,
45,Художественные галереи,/Attraction_Review-g298484-d2558221-Reviews-Izopark_Gallery-Moscow_Central_Russia.html,attraction,,0,,2558221,Изопарк Галерея,7,,55.63853836,37.51068878,7,Русский(7),Русский7,,,,
50,"Йога и пилатес, Спа",/Attraction_Review-g298484-d16659102-Reviews-Centre_of_Ayurveda_and_Yoga_Kerala-Moscow_Central_Russia.html,attraction,,0,,16659102,Центр аюрведы и йоги Керала,7,8:00 - 22:00,55.70438766,37.51371765,7,Русский(7),Русский7,,,,
50,Спа,/Attraction_Review-g298484-d15133630-Reviews-Dom_Krasoty_MEK1-Moscow_Central_Russia.html,attraction,,0,,15133630,Дом Красоты МЕК1,7,0:00 - 23:59,55.79139709,37.52034378,7,Русский(7),Русский7,,,,
40,Арены и стадионы,/Attraction_Review-g298484-d8044195-Reviews-Meteor-Moscow_Central_Russia.html,attraction,,0,,8044195,Метеор,7,,55.73405838,37.51865005,7,Русский(7),Русский7,,,,
45,Спа,/Attraction_Review-g4985514-d6397894-Reviews-Tairai_Spa_Center-Andreyevka_Zelenogradsky_Okrug_Moscow_Oblast_Central_Russia.html,attraction,,0,,6397894,"Спа-салон ""Тайрай""",7,,55.97246933,37.14850998,7,Русский(7),Русский7,,,,
50,Кинотеатры,/Attraction_Review-g298484-d17348302-Reviews-KinoNoch-Moscow_Central_Russia.html,attraction,,0,,17348302,КиноНочь,6,0:00 - 23:59,55.75119781,37.54070663,6,Русский(6),Русский6,,,,
50,Эскейп-квесты,/Attraction_Review-g298484-d10724021-Reviews-Quest_Captain-Moscow_Central_Russia.html,attraction,,0,,10724021,Капитан Квест,6,11:00 - 20:00,55.68573761,37.54058838,6,Русский(6),Русский6,,,,
50,"Оздоровительные/фитнес-клубы и тренажерные залы, Спа",/Attraction_Review-g298484-d10283564-Reviews-Grand_Fitness-Moscow_Central_Russia.html,attraction,,0,,10283564,Гранд Фитнесс,6,,55.95600891,37.54932022,6,Русский(6),Русский6,,,,
35,"Культурные объекты и достопримечательности, Кладбища",/Attraction_Review-g298484-d15520137-Reviews-Kremlin_Wall_Necropolis-Moscow_Central_Russia.html,attraction,,0,,15520137,Некрополь у Кремлёвской стены,6,8:00 - 20:00,55.76432037,37.55052948,6,Английский(4)Итальянский(1)Русский(1),Английский4,Итальянский1,Русский1,,
45,Театры,/Attraction_Review-g298484-d2556147-Reviews-Benefit_Theater-Moscow_Central_Russia.html,attraction,,0,,2556147,Бенефис Московский Драматический Театр Под Рук. Анны Неровной,6,,55.67208099,37.5503006,6,Русский(6),Русский6,,,,
45,"Парки, Игровые площадки",/Attraction_Review-g298484-d10750847-Reviews-Park_Polyana_Skazok-Moscow_Central_Russia.html,attraction,,0,,10750847,Парк Поляна Сказок,6,,55.61056137,37.55044174,6,Русский(6),Русский6,,,,
45,"Культурные объекты и достопримечательности, Церкви и соборы",/Attraction_Review-g298484-d6494100-Reviews-Temple_of_the_Vatopedi_Icon_of_Mother_of_God-Moscow_Central_Russia.html,attraction,,0,,6494100,Храм Ватопедской иконы Божией Матери Отрада и Утешение,6,,55.77674866,37.55368042,6,Русский(6),Русский6,,,,
30,Караоке-бары,/Attraction_Review-g298484-d11434419-Reviews-Karaoke_Club_Imperia-Moscow_Central_Russia.html,attraction,,0,,11434419,Караоке клуб Империя,6,,55.78493881,37.55801392,6,Русский(6),Русский6,,,,
50,Игровые и развлекательные центры,/Attraction_Review-g298484-d17492590-Reviews-Lesorub_Axe_Club-Moscow_Central_Russia.html,attraction,,0,,17492590,Лесоруб Топор-клуб,6,12:00 - 21:00,55.76486588,37.55818558,6,Русский(5)Английский(1),Русский5,Английский1,,,
45,Культурные объекты и достопримечательности,/Attraction_Review-g298484-d6493530-Reviews-Shrine_of_St_Mitrophan_of_Voronezh_Temple-Moscow_Central_Russia.html,attraction,,0,,6493530,Храм Святителя Митрофана Воронежского на Хуторской,6,,55.80340958,37.56322098,6,Русский(6),Русский6,,,,
50,Йога и пилатес,/Attraction_Review-g298484-d12826681-Reviews-Re_emala_Pilates_Garuda_Studio-Moscow_Central_Russia.html,attraction,,0,,12826681,Re'emala Pilates&Garuda Studio,6,,55.75581741,37.56165695,6,Русский(6),Русский6,,,,
30,Памятники и статуи,/Attraction_Review-g298484-d10229459-Reviews-Foundation_Stone_of_the_Monument_in_Honour_of_300_Years_Reunion_of_Ukraine_and_R.html,attraction,,0,,10229459,Foundation Stone of the Monument in Honour of 300 Years Reunion of Ukraine and Russia,6,,55.73532867,37.56164169,6,Русский(6),Русский6,,,,
40,Музеи искусств,/Attraction_Review-g298484-d2559805-Reviews-Konstantin_Vasiliev_Museum-Moscow_Central_Russia.html,attraction,,0,,2559805,Музей Художника Константина Васильева,6,,55.89699936,37.56391144,6,Русский(6),Русский6,,,,
30,Спа,/Attraction_Review-g298484-d667245-Reviews-Bani_Na_Presne-Moscow_Central_Russia.html,attraction,,0,,667245,Бани на Пресне,6,,55.76381683,37.56598663,6,Русский(5)Английский(1),Русский5,Английский1,,,
45,Культурные объекты и достопримечательности,/Attraction_Review-g298484-d6493754-Reviews-Temple_of_Dmitriy_Prilutskiy_of_Vologda-Moscow_Central_Russia.html,attraction,,0,,6493754,Храм Дмитрия Прилуцкого Вологодского на Девичьем поле,6,,55.7320137,37.5710907,6,Русский(5)Японский(1),Русский5,Японский1,,,
45,Культурные объекты и достопримечательности,/Attraction_Review-g298484-d6494068-Reviews-Temple_of_the_Resurrection-Moscow_Central_Russia.html,attraction,,0,,6494068,Храм Воскресения Христова в Пленницах,6,,55.71203995,37.57484055,6,Русский(6),Русский6,,,,
40,Эскейп-квесты,/Attraction_Review-g298484-d7647009-Reviews-QuestReality-Moscow_Central_Russia.html,attraction,,0,,7647009,QuestReality,6,,55.74475098,37.57674026,6,Русский(5)Английский(1),Русский5,Английский1,,,
40,Памятники и статуи,/Attraction_Review-g298484-d11810769-Reviews-Monument_Derevo_Lyubvi-Moscow_Central_Russia.html,attraction,,0,,11810769,Памятник «Дерево любви»,6,,55.72821045,37.57829666,6,Русский(5)Японский(1),Русский5,Японский1,,,
40,Магазины сувениров и деликатесов,/Attraction_Review-g298484-d8633806-Reviews-Kharius_Khaus-Moscow_Central_Russia.html,attraction,,0,,8633806,Хариус Хаус,6,,55.68666458,37.57784653,6,Русский(6),Русский6,,,,
45,Культурные объекты и достопримечательности,/Attraction_Review-g298484-d15343206-Reviews-Tsvetochnyye_Chasy-Moscow_Central_Russia.html,attraction,,0,,15343206,Цветочные часы,6,0:00 - 23:59,55.66255188,37.57664108,6,Русский(5)Английский(1),Русский5,Английский1,,,
40,"Зоопарки, Другие виды зоопарков и океанариумов",/Attraction_Review-g298484-d8603102-Reviews-Touching_Zoo_A_Pogladit_Mozhno-Moscow_Central_Russia.html,attraction,,0,,8603102,Контактный зоопарк А погладить можно?,6,,55.57006454,37.57631683,6,Русский(6),Русский6,,,,
40,Культурные объекты и достопримечательности,/Attraction_Review-g298484-d6492857-Reviews-Compound_of_Patriarch_of_Moscow_and_All_Russia-Moscow_Central_Russia.html,attraction,,0,,6492857,Подворье Патриарха Московского и Всея Руси Храма Живоначальной Троицы при бывшей Черкасской богодельне г. Москвы,6,,55.77865982,37.58267975,6,Русский(6),Русский6,,,,
35,"Исторические достопримечательности, Культурные объекты и достопримечательности, Архитектурные достопримечательности",/Attraction_Review-g298484-d11747885-Reviews-Residential_Building_of_the_Ministry_of_Defense_USSR-Moscow_Central_Russia.html,attraction,,0,,11747885,Жилой дом Министерства обороны СССР,6,,55.75897217,37.58503342,6,Русский(5)Английский(1),Русский5,Английский1,,,
45,Культурные объекты и достопримечательности,/Attraction_Review-g298484-d6493269-Reviews-Nativity_of_the_Blessed_Virgin_Temple-Moscow_Central_Russia.html,attraction,,0,,6493269,Храм Рождества Пресвятой Богородицы в Бутырской слободе,6,,55.79441071,37.58585739,6,Русский(6),Русский6,,,,
45,Архитектурные достопримечательности,/Attraction_Review-g298484-d11777817-Reviews-Main_House_of_the_Town_Mansion_of_Mochalova_Malich-Moscow_Central_Russia.html,attraction,,0,,11777817,Главный дом городской усадьбы Е. П. Мочаловой — В. Г. Малича,6,,55.75960922,37.58662033,6,Русский(6),Русский6,,,,
40,Архитектурные достопримечательности,/Attraction_Review-g298484-d11778227-Reviews-House_of_the_City_Mayor_Tarasov-Moscow_Central_Russia.html,attraction,,0,,11778227,Дом городского головы С.А.Тарасова,6,,55.75960922,37.58662033,6,Русский(6),Русский6,,,,
50,Архитектурные достопримечательности,/Attraction_Review-g298484-d11797227-Reviews-Town_Mansion_of_Shlosberg-Moscow_Central_Russia.html,attraction,,0,,11797227,Городская усадьба Я. М. Шлосберга,6,,55.75706863,37.58826828,6,Русский(6),Русский6,,,,
40,Архитектурные достопримечательности,/Attraction_Review-g298484-d10483484-Reviews-House_of_Vtorov-Moscow_Central_Russia.html,attraction,,0,,10483484,Особняк Второва,6,,55.7505188,37.58774185,6,Русский(6),Русский6,,,,
45,"Исторические достопримечательности, Архитектурные достопримечательности",/Attraction_Review-g298484-d10044462-Reviews-House_of_General_Orlov-Moscow_Central_Russia.html,attraction,,0,,10044462,Дом генерала Орлова,6,,55.7392807,37.58721924,6,Русский(6),Русский6,,,,
50,Игровые и развлекательные центры,/Attraction_Review-g298484-d13414681-Reviews-Yo_Game-Moscow_Central_Russia.html,attraction,,0,,13414681,Ё game,6,,55.71609497,37.58633804,6,Русский(6),Русский6,,,,
40,Архитектурные достопримечательности,/Attraction_Review-g298484-d10662832-Reviews-House_of_Chizhikova-Moscow_Central_Russia.html,attraction,,0,,10662832,Доходный дом М. Н. Чижиковой,6,,55.76562881,37.58958054,6,Русский(6),Русский6,,,,
50,Архитектурные достопримечательности,/Attraction_Review-g298484-d10538189-Reviews-House_at_Denezhny_Lane-Moscow_Central_Russia.html,attraction,,0,,10538189,Дом в Денежном переулке,6,,55.74283981,37.58842087,6,Русский(6),Русский6,,,,
45,Архитектурные достопримечательности,/Attraction_Review-g298484-d10538212-Reviews-House_of_Berg-Moscow_Central_Russia.html,attraction,,0,,10538212,Особняк С.П. Берга,6,,55.74283981,37.58842087,6,Русский(6),Русский6,,,,
50,Театры,/Attraction_Review-g298484-d2556204-Reviews-Buff_Moscow_Theatre-Moscow_Central_Russia.html,attraction,,0,,2556204,"Московский театр ""БУФФ""",6,,55.78125,37.5929985,6,Русский(6),Русский6,,,,
40,Бары и клубы,/Attraction_Review-g298484-d4295983-Reviews-Metelitsa-Moscow_Central_Russia.html,attraction,,0,,4295983,Метелица,6,,55.75270844,37.59204865,6,Русский(3)Английский(2)Французский(1),Русский3,Английский2,Французский1,,
35,Театры,/Attraction_Review-g298484-d2560049-Reviews-Millennium_Theater-Moscow_Central_Russia.html,attraction,,0,,2560049,"Театр ""Миллениум""",6,,55.7475853,37.59254456,6,Русский(6),Русский6,,,,
45,"Исторические достопримечательности, Архитектурные достопримечательности",/Attraction_Review-g298484-d10044501-Reviews-House_of_Morozova-Moscow_Central_Russia.html,attraction,,0,,10044501,Усадьба Морозовой,6,,55.74369812,37.59212112,6,Русский(6),Русский6,,,,
50,Архитектурные достопримечательности,/Attraction_Review-g298484-d10044492-Reviews-Moscow_Fire_Depot-Moscow_Central_Russia.html,attraction,,0,,10044492,Московское пожарное депо,6,,55.74140167,37.5932312,6,Русский(6),Русский6,,,,
40,Архитектурные достопримечательности,/Attraction_Review-g298484-d10678098-Reviews-Office_of_the_Institutions_of_Empress_Maria-Moscow_Central_Russia.html,attraction,,0,,10678098,Дом Дамского попечительства о бедных ведомства учреждений Императрицы Марии,6,,55.76390839,37.59436035,6,Русский(6),Русский6,,,,
45,Архитектурные достопримечательности,/Attraction_Review-g298484-d10483487-Reviews-House_of_Rekk_Protopopov-Moscow_Central_Russia.html,attraction,,0,,10483487,Особняк В.И. Рекк - Н.А. Протопопова,6,,55.75932693,37.59360886,6,Русский(6),Русский6,,,,
50,Архитектурные достопримечательности,/Attraction_Review-g298484-d11778666-Reviews-Finance_House_of_Kalmeyer-Moscow_Central_Russia.html,attraction,,0,,11778666,Доходный дом И. С. Кальмеера,6,,55.75440979,37.59526825,6,Русский(6),Русский6,,,,
50,Архитектурные достопримечательности,/Attraction_Review-g298484-d11777350-Reviews-House_of_Saarbekov-Moscow_Central_Russia.html,attraction,,0,,11777350,Особняк Саарбекова,6,,55.75479889,37.59423828,6,Русский(6),Русский6,,,,
45,"Художественные галереи, Уроки и мастер-классы",/Attraction_Review-g298484-d6491031-Reviews-Nagornaya_State_Exhibition_Hall_Gallery-Moscow_Central_Russia.html,attraction,,0,,6491031,Галерея Нагорная,6,11:00 - 20:00,55.67855835,37.59572983,6,Русский(6),Русский6,,,,
45,Церкви и соборы,/Attraction_Review-g298484-d6492643-Reviews-Church_of_the_Holy_Martyrs_Faith_Hope_Love_and_Sofia-Moscow_Central_Russia.html,attraction,,0,,6492643,Храм Святых Мучениц Веры Надежды Любови и Софии на Миусском кладбище,6,,55.79259872,37.59825516,6,Русский(6),Русский6,,,,
40,Архитектурные достопримечательности,/Attraction_Review-g298484-d10677386-Reviews-House_of_Kitinev-Moscow_Central_Russia.html,attraction,,0,,10677386,Доходный дом Г.К.Китинева,6,,55.76126862,37.59700012,6,Русский(6),Русский6,,,,
45,Архитектурные достопримечательности,/Attraction_Review-g298484-d10765972-Reviews-Residential_House_of_Group_Teplobeton-Moscow_Central_Russia.html,attraction,,0,,10765972,Жилой дом треста «Теплобетон»,6,,55.75873947,37.59586716,6,Русский(6),Русский6,,,,
50,"Специализированные музеи, Уроки и мастер-классы, Детские музеи",/Attraction_Review-g298484-d11767633-Reviews-Museum_KonfeKtnaya_Lavka-Moscow_Central_Russia.html,attraction,,0,,11767633,"Музей ""КонфеКтная лавка""",6,10:00 - 21:00,55.75678635,37.59634018,6,Русский(5)Английский(1),Русский5,Английский1,,,
50,Архитектурные достопримечательности,/Attraction_Review-g298484-d11777469-Reviews-House_of_Grachevy-Moscow_Central_Russia.html,attraction,,0,,11777469,Усадьба Грачёвых,6,,55.75379181,37.5961113,6,Русский(6),Русский6,,,,
30,"Кинотеатры, Караоке-бары, Игровые и развлекательные центры",/Attraction_Review-g298484-d12211660-Reviews-MovieCafe_NewTone-Moscow_Central_Russia.html,attraction,,0,,12211660,"КиноКафе ""NewTone""",6,,55.75491333,37.59772491,6,Русский(6),Русский6,,,,
45,Игровые и развлекательные центры,/Attraction_Review-g298484-d7738837-Reviews-Mebius_Belt_Maze-Moscow_Central_Russia.html,attraction,,0,,7738837,Ленточный лабиринт Мебиус,6,,55.75146866,37.59654999,6,Русский(5)Английский(1),Русский5,Английский1,,,
35,Парки,/Attraction_Review-g298484-d7237555-Reviews-Park_Chertanovskoe_Country_Yard-Moscow_Central_Russia.html,attraction,,0,,7237555,Парк Чертановское подворье,6,,55.63036728,37.59648514,6,Русский(6),Русский6,,,,
40,Парки,/Attraction_Review-g298484-d10378990-Reviews-Park_Otradnoye-Moscow_Central_Russia.html,attraction,,0,,10378990,Парк Отрадное,6,,55.86083221,37.59988785,6,Русский(6),Русский6,,,,
45,Караоке-бары,/Attraction_Review-g298484-d16551215-Reviews-Voice_Karaoke-Moscow_Central_Russia.html,attraction,,0,,16551215,Voice Karaoke,6,,55.76813889,37.59999084,6,Русский(6),Русский6,,,,
45,Специализированные музеи,/Attraction_Review-g298484-d12680592-Reviews-Museum_of_Russian_Dessert-Moscow_Central_Russia.html,attraction,,0,,12680592,Музей Pусского Десерта,6,10:00 - 20:00,55.75466919,37.59870911,6,Русский(6),Русский6,,,,
50,Архитектурные достопримечательности,/Attraction_Review-g298484-d10746214-Reviews-House_of_Svyatopolk_Chetvertinskiy-Moscow_Central_Russia.html,attraction,,0,,10746214,Особняк Святополк-Четвертинского,6,,55.75331879,37.59833908,6,Русский(6),Русский6,,,,
45,Художественные галереи,/Attraction_Review-g298484-d2562731-Reviews-Roza_Azora_Gallery-Moscow_Central_Russia.html,attraction,,0,,2562731,Роза Азора Галерея,6,12:00 - 20:00,55.75347137,37.6001091,6,Русский(6),Русский6,,,,
40,Архитектурные достопримечательности,/Attraction_Review-g298484-d11778244-Reviews-House_of_Fedotova-Moscow_Central_Russia.html,attraction,,0,,11778244,Особняк Э.М.Федотовой,6,,55.7532692,37.59949112,6,Русский(5)Японский(1),Русский5,Японский1,,,
45,"Специализированные музеи, Исторические музеи",/Attraction_Review-g298484-d10206024-Reviews-Eseninskiy_Cultural_Center-Moscow_Central_Russia.html,attraction,,0,,10206024,Есенинский культурный центр,6,,55.74729919,37.5989151,6,Русский(6),Русский6,,,,
40,Церкви и соборы,/Attraction_Review-g298484-d6493557-Reviews-St_Anna_Cathedral_of_Conception_in_Conception_Convent-Moscow_Central_Russia.html,attraction,,0,,6493557,Собор Анны Праведной Зачатия в Зачатьевском монастыре,6,,55.7402153,37.59941101,6,Русский(6),Русский6,,,,
35,Церкви и соборы,/Attraction_Review-g298484-d6492355-Reviews-Church_of_St_John_Chrysostom-Moscow_Central_Russia.html,attraction,,0,,6492355,Храм святителя Иоанна Златоуста,6,,55.71440125,37.60012817,6,Русский(6),Русский6,,,,
45,Архитектурные достопримечательности,/Attraction_Review-g298484-d11733875-Reviews-House_of_Shakhovskiy_Krauze_and_Osipovskiye-Moscow_Central_Russia.html,attraction,,0,,11733875,Усадьба Шаховского-Краузе-Осиповских,6,,55.75328064,37.60284042,6,Русский(5)Корейский(1),Русский5,Корейский1,,,
50,Архитектурные достопримечательности,/Attraction_Review-g298484-d10044431-Reviews-Finance_House_of_Isakov-Moscow_Central_Russia.html,attraction,,0,,10044431,Доходный дом Исакова,6,,55.74465942,37.60123062,6,Русский(6),Русский6,,,,
45,Архитектурные достопримечательности,/Attraction_Review-g298484-d10044427-Reviews-Residential_House_of_Yermolov-Moscow_Central_Russia.html,attraction,,0,,10044427,Жилой дом А. П. Ермолова,6,,55.74465942,37.60123062,6,Русский(6),Русский6,,,,
45,Культурные объекты и достопримечательности,/Attraction_Review-g298484-d6491147-Reviews-Photocenter_Exhibition_Hall-Moscow_Central_Russia.html,attraction,,0,,6491147,Фотоцентр,6,,55.745121,37.60237885,6,Русский(6),Русский6,,,,
50,Специализированные музеи,/Attraction_Review-g298484-d17534967-Reviews-M_O_S_T_Cult_Car_Museum-Moscow_Central_Russia.html,attraction,,0,,17534967,Музей культовых автомобилей М.О.С.Т.,6,12:00 - 22:00,55.73326874,37.60162354,6,Русский(5)Английский(1),Русский5,Английский1,,,
50,Кинотеатры,/Attraction_Review-g298484-d8044198-Reviews-Mir_Iskusstva-Moscow_Central_Russia.html,attraction,,0,,8044198,Мир Искусства,6,,55.77441025,37.60454941,6,Русский(5)Японский(1),Русский5,Японский1,,,
45,Архитектурные достопримечательности,/Attraction_Review-g298484-d11778684-Reviews-House_of_Pautynskaya-Moscow_Central_Russia.html,attraction,,0,,11778684,Особняк Е. М. Паутынской,6,,55.77053833,37.60562134,6,Русский(6),Русский6,,,,
45,Театры,/Attraction_Review-g298484-d6502080-Reviews-At_the_Stanislavskiy_s_House_Moscow_Theater-Moscow_Central_Russia.html,attraction,,0,,6502080,Около Дома Станиславского,6,,55.75733948,37.60403824,6,Русский(6),Русский6,,,,
50,Памятники и статуи,/Attraction_Review-g298484-d10117896-Reviews-Memorial_Tablet_to_Gorgolyuk-Moscow_Central_Russia.html,attraction,,0,,10117896,Мемориальная доска А.И.Горголюку,6,,55.76359558,37.60720825,6,Русский(6),Русский6,,,,
50,Культурные объекты и достопримечательности,/Attraction_Review-g298484-d6491898-Reviews-Chapel_of_Anthony_and_Theodosius_Kievo_Pechyorskiye-Moscow_Central_Russia.html,attraction,,0,,6491898,Храм-часовня Антония и Феодосия Киево-Печерских,6,,55.90304184,37.60884857,6,Русский(6),Русский6,,,,
45,Библиотеки,/Attraction_Review-g298484-d2552862-Reviews-Russian_State_Library_of_Arts-Moscow_Central_Russia.html,attraction,,0,,2552862,Российская Государственная Библиотека Искусств,6,,55.76599121,37.61032104,6,Русский(6),Русский6,,,,
40,"Водоемы, Парки",/Attraction_Review-g298484-d10383621-Reviews-Pond_at_Dovzhenko-Moscow_Central_Russia.html,attraction,,0,,10383621,Пруд на Довженко,6,,55.76475143,37.61066818,6,Русский(6),Русский6,,,,
45,"Художественные студии и гончарные мастерские, Уроки и мастер-классы",/Attraction_Review-g298484-d10153274-Reviews-Art_Creativity-Moscow_Central_Russia.html,attraction,,0,,10153274,Art Creativity,6,10:00 - 22:00,55.75944901,37.61297989,6,Русский(6),Русский6,,,,
45,Спа,/Attraction_Review-g298484-d7279449-Reviews-BIO_SPACE_Listok-Moscow_Central_Russia.html,attraction,,0,,7279449,БИО - ПРОСТРАНСТВО Листок,6,10:00 - 22:00,55.74505997,37.61197662,6,Русский(6),Русский6,,,,
40,Театры,/Attraction_Review-g298484-d2555655-Reviews-Big_Academic_Concert_Hall-Moscow_Central_Russia.html,attraction,,0,,2555655,Академический большой концертный зал,6,,55.72888947,37.61111832,6,Русский(5)Английский(1),Русский5,Английский1,,,
45,"Священные места и религиозные достопримечательности, Церкви и соборы",/Attraction_Review-g298484-d8838470-Reviews-Church_of_the_Holy_Martyr_Hermogenes_Patriarch_of_Moscow_and_All_Russia-Moscow_Ce.html,attraction,,0,,8838470,Храм священномученика Ермогена Патриарха Московского и всея Руси,6,,55.66201019,37.61096954,6,Русский(6),Русский6,,,,
45,Памятники и статуи,/Attraction_Review-g298484-d10209505-Reviews-Monument_to_the_People_s_Volunteer_Corps-Moscow_Central_Russia.html,attraction,,0,,10209505,Памятник Добровольцам народного ополчения,6,,55.82498169,37.61468887,6,Русский(6),Русский6,,,,
30,Уроки и мастер-классы,/Attraction_Review-g298484-d12564480-Reviews-Wine_Project-Moscow_Central_Russia.html,attraction,,0,,12564480,Wine Project,6,11:00 - 21:00,55.76288986,37.6139183,6,Русский(6),Русский6,,,,
45,Исторические музеи,/Attraction_Review-g298484-d2561452-Reviews-Memorial_Museum_Workshop_of_Sculptor_ST_Konenkova-Moscow_Central_Russia.html,attraction,,0,,2561452,Мемориальный Музей-Мастерская Скульптора Коненкова С.Т.,6,,55.75775909,37.61397552,6,Русский(5)Английский(1),Русский5,Английский1,,,
35,Специализированные музеи,/Attraction_Review-g298484-d2559877-Reviews-Ivan_Sytin_s_Apartment_Museum-Moscow_Central_Russia.html,attraction,,0,,2559877,Музей-квартира И.Д. Сытина,6,,55.75783157,37.61391449,6,Русский(6),Русский6,,,,
50,"Оздоровительные/фитнес-клубы и тренажерные залы, Спа",/Attraction_Review-g298484-d9882772-Reviews-Thai_SPA_Salon_Sen_Sip-Moscow_Central_Russia.html,attraction,,0,,9882772,Тайский СПА салон Сен Сип,6,10:00 - 22:00,55.7935257,37.61603928,6,Русский(6),Русский6,,,,
50,"Исторические достопримечательности, Памятники и статуи",/Attraction_Review-g298484-d10411729-Reviews-Memorial_Plate_at_the_House_of_Vysotskiy-Moscow_Central_Russia.html,attraction,,0,,10411729,Памятная доска на доме Высоцкого В.С.,6,,55.76961136,37.61645889,6,Русский(6),Русский6,,,,
45,Художественные галереи,/Attraction_Review-g298484-d2342311-Reviews-Khudozhestvenny_salon-Moscow_Central_Russia.html,attraction,,0,,2342311,Художественный салон,6,,55.76285172,37.61806107,6,Русский(6),Русский6,,,,
50,,/Attraction_Review-g298484-d12339747-Reviews-Your_Guide_in_Moscow-Moscow_Central_Russia.html,attraction,,0,,12339747,Your Guide in Moscow,6,9:00 - 23:00,55.75422668,37.62036133,6,Английский(3)Испанский(3)Русский(0),Английский3,Испанский3,Русский0,,
35,Исторические достопримечательности,/Attraction_Review-g298484-d565314-Reviews-Presidium_of_the_Supreme_Soviet_Building-Moscow_Central_Russia.html,attraction,,0,,565314,Президиум Верховного Совета СССР,6,,55.75193024,37.62046432,6,Русский(4)Английский(1)Японский(1),Русский4,Английский1,Японский1,,
40,Художественные галереи,/Attraction_Review-g298484-d2342118-Reviews-Moscow_House_of_Sculpture-Moscow_Central_Russia.html,attraction,,0,,2342118,Московский дом скульптора,6,,55.73310852,37.6184082,6,Русский(6),Русский6,,,,
50,,/Attraction_Review-g298484-d17708720-Reviews-Good_morning_Moscow-Moscow_Central_Russia.html,attraction,,0,,17708720,"Good morning, Moscow!",6,,55.770401,37.62300873,6,Английский(4)Русский(1)Китайский (упрощ.)(1),Английский4,Русский1,Китайский упрощ.,(1,
40,Памятники и статуи,/Attraction_Review-g298484-d13393672-Reviews-Sculpture_Pesnya-Moscow_Central_Russia.html,attraction,,0,,13393672,Скульптурная композиция Песня,6,,55.76914215,37.62204361,6,Русский(4)Японский(1)Китайский (традиц.)(1),Русский4,Японский1,Китайский традиц.,(1,
40,Бары и клубы,/Attraction_Review-g298484-d2342246-Reviews-Karma_Bar-Moscow_Central_Russia.html,attraction,,0,,2342246,Карма Бар,6,23:00 - 6:00,55.76126099,37.62117004,6,Русский(6),Русский6,,,,
45,Музеи искусств,/Attraction_Review-g298484-d6426450-Reviews-Dolls_Area_Gallery-Moscow_Central_Russia.html,attraction,,0,,6426450,Пространство кукол,6,,55.75527954,37.62258911,6,Русский(6),Русский6,,,,
45,Архитектурные достопримечательности,/Attraction_Review-g298484-d10685620-Reviews-House_of_I_G_Khryaschev_V_I_Vargin-Moscow_Central_Russia.html,attraction,,0,,10685620,Доходный дом И.Г. Хрящева - В.И. Варгина,6,,55.75447083,37.62501907,6,Русский(6),Русский6,,,,
45,Архитектурные достопримечательности,/Attraction_Review-g298484-d9975463-Reviews-House_of_Kireyevskiye_Karpovy-Moscow_Central_Russia.html,attraction,,0,,9975463,Дом Киреевских-Карповых,6,,55.73252869,37.62454987,6,Русский(5)Японский(1),Русский5,Японский1,,,
35,"Исторические достопримечательности, Архитектурные достопримечательности",/Attraction_Review-g298484-d9883638-Reviews-City_Estate_of_Maltseva_and_Petrov-Moscow_Central_Russia.html,attraction,,0,,9883638,Городская Усадьба Н. Н. Мальцевой - В. В. Петрова,6,,55.73252869,37.62454987,6,Русский(5)Японский(1),Русский5,Японский1,,,
35,Магазины сувениров и деликатесов,/Attraction_Review-g298484-d12941800-Reviews-RusBeer-Moscow_Central_Russia.html,attraction,,0,,12941800,РусБир,6,,55.67980957,37.6233902,6,Русский(6),Русский6,,,,
45,Памятники и статуи,/Attraction_Review-g298484-d10205971-Reviews-Memorial_Plate_to_Mark_Bernes-Moscow_Central_Russia.html,attraction,,0,,10205971,Мемориальная доска Марку Бернесу,6,,55.77391052,37.62756729,6,Русский(6),Русский6,,,,
